Espanol;Positivo;Negativo;Enojo;Anticipacion;Desagrado;Miedo;Alegria;Tristeza;Sorpresa;Confianza
jurisprudencia;0;0;0;0;0;0;0;1;0;0
jurista;0;0;0;0;0;0;0;0;0;1
jurado;0;0;0;0;0;0;0;0;0;1
justicia;1;0;0;0;0;0;0;0;0;1
justificable;1;0;0;0;0;0;0;0;0;1
justificacion;1;0;0;0;0;0;0;0;0;0
justificar;0;0;0;0;0;0;0;0;0;0
yute;0;0;0;0;0;0;0;0;0;0
juvenil;0;1;0;0;0;0;0;0;0;0
yuxtaposicion;0;0;0;0;0;0;0;0;0;0
emperador;0;0;0;0;0;0;0;0;0;0
caleidoscopio;0;0;0;0;0;0;0;0;0;0
canguro;0;0;0;0;0;0;0;0;0;0
kanji;0;0;0;0;0;0;0;0;0;0
karma;0;0;0;0;0;0;0;0;0;0
kayac;0;0;0;0;0;0;0;0;0;0
quilla;0;0;0;0;0;0;0;0;0;0
guardian;0;0;0;0;0;0;0;0;0;0
acuerdo;0;0;0;0;0;0;0;0;0;0
recuerdo;1;0;0;0;0;0;0;0;0;0
barrilete;0;0;0;0;0;0;0;0;0;0
conocido;1;0;0;0;0;0;0;0;0;0
perrera;0;0;0;0;0;0;0;1;0;0
kern;0;1;0;0;0;0;0;0;0;0
nucleo;0;0;0;0;0;0;0;0;0;0
queroseno;0;0;0;0;0;1;0;0;0;0
tetera;0;0;0;0;0;0;0;0;0;0
llave;0;0;0;0;0;0;0;0;0;0
ojo de cerradura;0;0;0;0;0;0;0;0;0;0
fundamental;1;0;0;0;0;0;0;0;0;0
piedra clave;1;0;0;0;0;0;0;0;0;0
caqui;0;0;0;0;0;0;0;0;0;0
kan;0;0;0;0;0;1;0;0;0;1
patada;0;1;1;0;0;0;0;0;0;0
pateando;0;0;1;0;0;0;0;0;0;0
nino;0;0;0;0;0;0;0;0;0;0
bromeando;0;0;0;0;0;0;0;0;0;0
secuestrar;0;1;1;0;0;1;0;1;1;0
matar;0;1;0;0;0;1;0;1;0;0
asesinato;0;1;1;0;0;1;0;1;0;0
horno;0;0;0;0;0;0;0;0;0;0
kilogramo;0;0;0;0;0;0;0;0;0;0
kilometro;0;0;0;0;0;0;0;0;0;0
falda escocesa;0;0;0;0;0;0;0;0;0;0
kimono;0;0;0;0;0;0;0;0;0;0
parentesco;0;0;0;0;0;0;0;0;0;0
tipo;1;0;0;0;0;0;1;0;0;1
jardin de infancia;0;0;0;0;0;0;0;0;0;0
amabilidad;1;0;0;0;0;0;0;0;0;0
parientes;1;0;0;1;0;0;1;0;0;1
cinematica;0;0;0;0;0;0;0;0;0;0
Rey;1;0;0;0;0;0;0;0;0;0
Reino;0;0;0;0;0;0;0;0;0;0
pliegue;0;0;0;0;0;0;0;0;0;0
rizado;0;0;0;0;0;0;0;0;0;0
quiosco;0;0;0;0;0;0;0;0;0;0
iglesia;0;0;0;0;0;0;0;0;0;0
Beso;1;0;0;1;0;0;1;0;1;0
equipo;0;0;0;0;0;0;0;0;0;0
cocina;0;0;0;0;0;0;0;0;0;0
cometa;0;1;0;0;1;0;0;0;0;0
gatito;1;0;0;0;0;0;1;0;0;1
mana;1;0;0;0;0;0;0;0;0;0
mochila;0;0;0;0;0;0;0;0;0;0
amasar;0;0;0;0;0;0;0;0;0;0
rodilla;0;0;0;0;0;0;0;0;0;0
arrodillarse;0;0;0;0;0;0;0;0;0;0
arrodillado;0;0;0;0;0;0;0;0;0;0
toque de difuntos;0;1;0;0;0;1;0;1;0;0
bragas;0;0;0;0;0;0;0;0;0;1
cuchillo;0;0;0;0;0;0;0;0;0;0
caballero;1;0;0;0;0;0;0;0;0;0
tejer;0;0;0;0;0;0;0;0;0;0
nudo;0;0;0;0;0;0;0;0;0;0
golpe;0;0;0;0;0;0;0;0;0;0
loma;0;0;0;0;0;0;0;0;0;0
nudo;0;0;0;0;0;0;0;0;0;0
anudado;0;1;0;0;0;0;0;0;0;0
conocimiento;1;0;0;0;0;0;0;0;0;0
sabiendas;0;0;0;0;0;0;0;0;0;0
conocimiento;1;0;0;0;0;0;0;0;0;0
nudillo;0;0;0;0;0;0;0;0;0;0
kos;0;0;0;0;0;0;0;0;0;0
kris;0;0;0;0;0;0;0;0;0;0
prestigio;1;0;0;0;0;0;1;0;0;0
laboratorio;0;0;0;0;0;0;0;0;0;0
etiqueta;0;0;0;0;0;0;0;0;0;1
labor;1;0;0;1;0;0;1;0;1;1
laboratorio;0;0;0;0;0;0;0;0;0;0
trabajado;0;1;0;0;0;0;0;1;0;0
obrero;0;0;0;0;0;0;0;0;0;0
obrero;0;0;0;0;0;0;0;0;0;0
laborioso;0;1;0;0;0;0;0;0;0;0
laberinto;0;1;0;1;0;0;0;0;0;0
laca;0;0;0;0;0;0;0;0;0;0
cordon;1;1;1;0;0;1;0;1;0;1
ausencia;0;1;0;0;0;0;0;0;0;0
carente;0;1;0;0;0;0;0;0;0;0
deslucido;0;1;0;0;0;0;0;0;0;0
laca;0;0;0;0;0;0;0;0;0;0
lacrosse;0;0;0;0;0;0;0;0;0;0
muchacho;0;0;0;0;0;0;0;0;0;0
escalera;0;0;0;0;0;0;0;0;0;0
cargado;0;1;0;0;0;0;0;0;0;0
flete;0;0;0;0;0;0;0;0;0;0
cucharon;0;0;0;0;0;0;0;0;0;0
dama;0;0;0;0;0;0;0;0;0;0
retraso;0;1;0;0;0;0;0;0;0;0
rezagado;0;1;1;1;1;0;0;1;0;0
laguna;0;0;0;0;0;0;0;0;0;0
guarida;0;1;0;0;0;0;0;0;0;0
laicado;0;0;0;0;0;0;0;0;0;0
lago;0;0;0;0;0;0;0;0;0;0
Cordero;1;0;0;0;0;0;1;0;0;1
lamento;0;1;0;0;1;1;0;1;0;0
lamentandose;0;0;0;0;0;0;0;1;0;0
lamina;0;0;0;0;0;0;0;0;0;0
laminado;0;0;0;0;0;0;0;0;0;0
lampara;0;0;0;0;0;0;0;0;0;0
lanza;0;0;0;0;0;0;0;0;0;0
lancero;0;0;0;0;0;0;0;0;0;0
tierra;1;0;0;0;0;0;0;0;0;0
aterrizado;1;0;0;0;0;0;0;0;0;0
aterrizaje;0;0;0;0;0;0;0;0;0;0
cercado de tierra;0;0;0;0;0;0;0;0;0;0
dueno;0;0;0;0;0;0;0;0;0;0
punto de referencia;0;0;0;0;0;0;0;0;0;1
tierras;0;0;0;0;0;0;0;0;0;0
paisaje;0;0;0;0;0;0;0;0;0;0
paisajismo;0;0;0;0;0;0;0;0;0;0
deslizamiento de tierra;0;1;0;0;0;1;0;1;0;0
carril;0;0;0;0;0;0;0;0;0;0
idioma;0;0;0;0;0;0;0;0;0;0
languido;0;1;0;0;0;0;0;0;0;0
languidecer;0;1;0;0;0;0;0;0;0;0
languideciendo;0;1;0;0;0;1;0;1;0;0
larguirucho;0;0;0;0;0;0;0;0;0;0
linterna;0;0;0;0;0;0;0;0;0;0
regazo;0;0;0;0;0;0;0;0;0;0
solapa;0;0;0;0;0;0;0;0;0;0
lapso;0;1;0;0;0;0;0;0;0;0
transcurrido;0;0;0;0;0;0;0;0;0;0
hurto;0;1;0;0;1;0;0;0;0;0
manteca de cerdo;0;0;0;0;0;0;0;0;0;0
despensa;0;0;0;0;0;0;0;0;0;0
grande;0;0;0;0;0;0;0;0;0;0
mas grande;0;0;0;0;1;0;0;0;1;1
alondra;0;0;0;0;0;0;0;0;0;0
larva;0;0;0;0;0;0;0;0;0;0
laringe;0;0;0;0;0;0;0;0;0;0
laser;1;0;0;0;0;0;0;0;0;1
latigazo;0;1;1;0;0;1;0;0;0;0
muchacha;0;0;0;0;0;0;0;0;0;0
lazo;0;0;0;0;0;0;0;0;0;0
perdurable;0;0;0;0;0;0;0;0;0;0
pestillo;0;0;0;0;0;0;0;0;0;0
tarde;0;1;0;0;0;0;0;1;0;0
retraso;0;1;0;0;0;0;0;0;0;0
latente;0;1;1;1;1;0;0;0;1;0
lateral;0;0;0;0;0;0;0;0;0;0
lateralmente;0;0;0;0;0;0;0;0;0;0
latex;0;0;0;0;0;0;0;0;0;0
torno;0;0;0;0;0;0;0;0;0;0
espuma;0;0;0;0;0;0;0;0;0;0
latitud;0;0;0;0;0;0;0;0;0;0
letrinas;0;1;0;0;1;0;0;0;0;0
enrejado;0;0;0;0;0;0;0;0;0;0
loable;1;0;0;0;0;0;0;0;0;0
risa;1;0;0;0;0;0;1;0;1;0
comico;0;1;0;0;1;0;0;0;0;0
riendo;1;0;0;0;0;0;1;0;0;0
risa;1;0;0;1;0;0;1;0;1;0
lanzamiento;1;0;0;1;0;0;0;0;0;0
lavanderia;0;0;0;0;0;0;0;0;0;0
laureado;1;0;0;0;0;0;0;0;0;1
laurel;1;0;0;0;0;0;0;0;0;0
laureles;1;0;0;0;0;0;1;0;0;0
lava;0;1;1;0;0;1;0;0;0;0
lavado;0;0;0;0;0;0;0;0;0;0
lavabo;0;0;0;0;1;0;0;0;0;0
lavanda;0;0;0;0;0;0;0;0;0;0
prodigar;1;0;0;0;0;0;0;0;0;0
ley;0;0;0;0;0;0;0;0;0;1
legal;1;0;0;0;0;0;0;0;0;1
desorden;0;1;1;0;0;1;0;0;0;0
cesped;0;0;0;0;0;0;0;0;0;0
demanda judicial;0;1;1;0;1;1;0;1;1;0
abogado;0;1;1;0;1;1;0;0;0;0
flojo;0;1;0;0;0;0;0;1;0;0
laxante;0;1;0;0;1;1;0;0;0;0
laico;0;0;0;0;0;0;0;0;0;0
capa;0;0;0;0;0;0;0;0;0;0
en capas;0;0;0;0;0;0;0;0;0;0
lego;0;0;0;0;0;0;0;0;0;0
perezoso;0;1;0;0;0;0;0;0;0;0
pasto;0;0;0;0;0;0;0;0;0;0
dirigir;1;0;0;0;0;0;0;0;0;0
lider;1;0;0;0;0;0;0;0;0;1
lider;0;0;0;0;0;0;0;0;0;1
conduce;0;0;0;0;0;0;0;0;0;0
hoja;0;0;0;0;0;0;0;0;0;0
folleto;0;0;0;0;0;0;0;0;0;0
frondoso;0;0;0;0;0;0;0;0;0;0
liga;1;0;0;0;0;0;0;0;0;0
fuga;0;1;0;0;0;0;0;0;0;0
fuga;0;1;0;0;0;0;0;0;0;0
agujereado;0;1;0;0;0;0;0;0;0;0
apoyarse;0;0;0;0;0;0;0;0;0;0
inclinado;0;0;0;0;0;0;0;0;0;0
propension;0;0;0;0;0;0;0;0;0;1
salto;0;0;0;0;0;0;0;0;0;0
aprender;1;0;0;0;0;0;0;0;0;0
aprendido;0;0;0;0;0;0;0;0;0;0
aprendiz;0;0;0;0;0;0;0;0;0;0
aprendizaje;1;0;0;0;0;0;0;0;0;0
arrendamiento;0;0;0;0;0;0;0;0;0;0
Correa;0;0;0;0;0;0;0;0;0;0
cuero;0;0;0;0;0;0;0;0;0;0
correoso;0;0;0;0;0;0;0;0;0;0
salir;0;1;0;0;0;0;0;1;1;0
conferencia;0;0;0;0;0;0;0;0;0;0
conferencista;1;0;0;0;0;0;0;0;0;0
repisa;0;0;0;0;0;0;0;0;0;0
libro mayor;0;0;0;0;0;0;0;0;0;0
sotavento;0;0;0;0;0;0;0;0;0;0
sanguijuela;0;1;0;0;0;0;0;0;0;0
sanguijuelas;0;1;0;0;1;1;0;0;0;0
sospechoso;0;0;0;0;0;0;0;0;1;0
libertad de accion;1;0;0;0;0;0;0;0;0;0
izquierda;0;0;0;0;0;0;0;0;0;0
pierna;0;0;0;0;0;0;0;0;0;0
legado;0;0;0;0;0;0;0;0;0;0
legal;1;0;0;0;0;0;0;0;0;1
legalidad;0;0;0;0;0;0;0;0;0;0
legalizar;0;0;0;0;0;0;0;0;0;0
legalizado;1;0;1;0;0;1;1;0;0;1
legalmente;0;0;0;0;0;0;0;0;0;0
leyenda;0;0;0;0;0;0;0;0;0;0
legendario;1;0;0;0;0;0;0;0;0;0
legibilidad;1;0;0;0;0;0;0;0;0;0
legible;1;0;0;0;0;0;0;0;0;0
legion;0;0;0;0;0;0;0;0;0;0
legislar;0;0;0;0;0;0;0;0;0;0
legislacion;0;0;0;0;0;0;0;0;0;0
legislativo;0;0;0;0;0;0;0;0;0;0
legislador;0;0;0;0;0;0;0;0;0;1
legislatura;0;0;0;0;0;0;0;0;0;1
legitimidad;0;0;0;0;0;0;0;0;0;1
piernas;0;0;0;0;0;0;0;0;0;0
legumbre;0;0;0;0;0;0;0;0;0;0
ocio;1;0;0;1;0;0;1;0;1;1
sin prisa;1;0;0;0;0;0;0;0;0;0
lema;1;0;0;0;0;0;0;0;0;0
limon;0;1;0;0;1;0;0;0;0;0
prestar;0;0;0;0;0;0;0;0;0;0
prestador;0;0;0;0;0;0;0;0;0;1
prestamo;0;0;0;0;0;0;0;0;0;0
longitud;0;0;0;0;0;0;0;0;0;0
alargar;0;0;0;0;0;0;0;0;0;0
alargado;0;0;0;0;0;0;0;0;0;0
alargamiento;0;0;0;0;0;0;0;0;0;0
longitudinal;0;0;0;0;0;0;0;0;0;0
largo;0;0;0;0;0;0;0;0;0;0
lenidad;0;0;0;0;0;0;0;0;0;0
indulgente;1;0;0;0;0;0;0;0;0;0
lente;0;0;0;0;0;0;0;0;0;0
leopardo;0;0;0;0;0;0;0;0;0;0
lepra;0;1;0;0;1;1;0;1;0;0
lesbiana;0;1;0;0;1;0;0;1;0;0
lesbianismo;0;0;0;0;0;0;0;0;0;0
arrendatario;0;0;0;0;0;0;0;0;0;0
reducir;0;1;0;1;0;0;0;0;0;0
disminucion;0;0;0;0;0;0;0;0;0;0
menor;0;1;0;0;1;0;0;0;0;0
leccion;1;0;0;1;0;0;0;0;0;1
arrendador;0;0;0;0;0;0;0;0;0;0
letal;0;1;0;0;1;1;0;1;0;0
letargico;0;0;0;0;0;0;0;0;0;0
letargo;0;1;0;0;0;0;0;1;0;0
carta;0;0;0;1;0;0;0;0;0;0
letrado;1;0;0;1;0;0;0;0;0;1
letras;0;0;0;0;0;0;0;0;0;0
lechuga;0;0;0;0;0;0;0;0;0;0
leucemia;0;1;1;0;0;1;0;1;0;0
dique;0;0;0;0;0;0;0;0;0;1
nivel;1;0;0;0;0;0;0;0;0;1
palanca;0;0;0;0;0;0;0;0;0;0
apalancamiento;1;0;0;0;0;0;0;0;0;0
exaccion;0;1;0;0;0;0;0;0;0;0
lascivo;0;1;0;0;1;0;0;0;0;0
lexico;0;0;0;0;0;0;0;0;0;0
pasivo;0;0;0;0;0;0;0;0;0;0
responsabilidad;0;0;0;0;0;0;0;0;0;0
enlace;0;1;0;0;0;0;0;0;0;0
mentiroso;0;1;0;0;1;0;0;0;0;0
difamacion;0;1;1;0;0;1;0;0;0;1
difamatorio;0;0;0;0;0;0;0;0;0;0
liberal;1;1;0;0;0;0;0;0;0;0
liberalismo;0;0;0;0;0;0;0;0;0;0
liberar;1;0;1;1;0;0;1;0;1;1
liberacion;1;0;0;1;0;0;1;0;1;0
libertad;1;0;0;1;0;0;1;0;1;1
libido;0;0;0;0;0;0;0;0;0;0
bibliotecario;0;0;0;0;0;0;0;0;0;0
biblioteca;1;0;0;0;0;0;0;0;0;0
libreto;0;0;0;0;0;0;0;0;0;0
licencia;0;0;0;0;0;0;0;0;0;0
liquen;0;0;0;0;0;0;0;0;0;0
lamer;0;1;0;0;1;0;0;0;0;0
tapa;0;0;0;0;0;0;0;0;0;0
mentira;0;1;1;0;1;0;0;1;0;0
feudal;0;0;0;0;0;0;0;0;0;0
derecho de retencion;0;0;0;0;0;0;0;0;0;0
lugar;0;0;0;0;0;0;0;0;0;0
teniente;0;0;0;0;0;0;0;0;0;1
vida;0;0;0;0;0;0;0;0;0;0
alma;1;0;0;0;0;0;0;0;0;0
bote salvavidas;0;0;0;0;0;0;0;0;0;0
sin vida;0;1;0;0;0;1;0;1;0;0
natural;0;0;0;0;0;0;0;0;0;0
para toda la vida;0;0;0;0;0;0;0;0;0;0
toda la vida;0;0;0;0;0;0;0;0;0;0
ascensor;0;0;0;0;0;0;0;0;0;0
ligamento;0;0;0;0;0;0;0;0;0;0
ligadura;0;0;0;0;0;0;0;0;0;0
ligero;0;0;0;0;0;0;0;0;0;0
aligerar;0;0;0;0;0;0;0;0;0;0
faro;1;0;0;0;0;0;0;0;0;0
ligereza;0;0;0;0;0;0;0;0;0;0
relampago;0;0;1;0;0;1;0;0;1;0
probabilidad;0;0;0;0;0;0;0;0;0;0
semejanza;0;0;0;0;0;0;0;0;0;0
igualmente;0;0;0;0;0;0;0;0;0;0
gusto;1;0;0;0;0;0;1;0;0;1
lila;0;0;0;0;0;0;0;0;0;0
lirio;0;0;0;0;0;0;0;0;0;0
miembro;0;0;0;0;0;0;0;0;0;0
limbo;0;0;0;0;0;0;0;0;0;0
limite;0;0;0;0;0;0;0;0;0;0
limitacion;0;0;0;0;0;0;0;0;0;0
limitado;0;1;1;0;0;0;0;1;0;0
sin limites;0;0;0;0;0;0;0;0;0;0
limusina;0;0;0;0;0;0;0;0;0;0
cojear;0;1;0;0;0;0;0;0;0;0
Lin;0;0;0;0;0;0;0;0;0;0
linea;0;0;0;0;0;0;0;0;0;0
linaje;0;0;0;0;0;0;0;0;0;0
lineal;0;0;0;0;0;0;0;0;0;0
lineal;0;0;0;0;0;0;0;0;0;0
forrado;0;0;0;0;0;0;0;0;0;0
lino;0;0;0;0;0;0;0;0;0;0
transatlantico;0;0;0;0;0;0;0;0;0;0
lineas;0;0;0;0;0;1;0;0;0;0
persistir;0;0;0;1;0;0;0;0;0;0
jerga;0;0;0;0;0;0;0;0;0;0
lingual;0;0;0;0;0;0;0;0;0;0
linguista;1;0;0;0;0;0;0;0;0;1
linguistico;0;0;0;0;0;0;0;0;0;0
linguistica;0;0;0;0;0;0;0;0;0;0
revestimiento;0;0;0;0;0;0;0;0;0;0
enlazar;0;0;0;0;0;0;0;0;0;0
linoleo;0;0;0;0;0;0;0;0;0;0
hilas;0;1;0;0;0;0;0;0;0;0
leon;1;0;0;0;0;1;0;0;0;0
labio;0;0;0;0;0;0;0;0;0;0
lapiz labial;0;0;0;0;0;0;0;0;0;0
licuefaccion;0;0;0;0;0;0;0;0;0;0
licuado;0;0;0;0;0;0;0;0;0;0
licor;0;0;0;0;0;0;0;0;0;0
liquido;0;0;0;0;0;0;0;0;0;0
liquidar;0;0;0;0;0;0;0;0;0;0
liquidacion;0;0;0;0;0;0;0;0;0;0
liquidador;0;0;0;0;0;0;0;0;0;0
liquidez;0;0;0;0;0;0;0;0;0;0
espiritu;0;1;1;0;0;0;1;1;0;0
ceceo;0;0;0;0;0;0;0;0;0;0
lista;0;0;0;0;0;0;0;0;0;0
escucha;0;0;0;0;0;0;0;0;0;0
oyente;0;0;0;0;0;0;0;0;0;0
listado;0;0;0;0;0;0;0;0;0;0
apatico;0;1;0;0;0;0;0;1;0;0
letania;0;0;0;0;0;0;0;0;0;0
literalmente;0;0;0;0;0;0;0;0;0;0
literario;0;0;0;0;0;0;0;0;0;0
literatura;0;0;0;0;0;0;0;0;0;0
agil;1;0;0;0;0;0;0;0;0;0
litografia;0;0;0;0;0;0;0;0;0;0
litografia;0;0;0;0;0;0;0;0;0;0
litologia;0;0;0;0;0;0;0;0;0;0
litosfera;0;0;0;0;0;0;0;0;0;0
litigante;0;1;0;0;0;0;0;0;0;0
litigar;0;1;1;1;1;1;0;1;0;0
litigio;0;1;0;0;0;0;0;0;0;0
litigioso;0;1;1;0;1;0;0;0;0;0
camada;0;1;0;0;0;0;0;0;0;0
litoral;0;0;0;0;0;0;0;0;0;0
liturgia;0;0;0;0;0;0;0;0;0;0
sustento;0;0;0;0;0;0;0;0;0;0
librea;0;0;0;0;0;0;0;0;0;0
livido;0;1;1;0;1;0;0;0;0;0
vivo;0;0;0;0;0;0;0;0;0;0
llama;0;0;0;0;0;0;0;0;0;0
carga;0;0;0;0;0;0;0;0;0;0
pan;0;1;0;0;0;0;0;0;0;0
mocasin;0;1;0;0;0;0;0;0;0;0
marga;0;0;0;0;0;0;0;0;0;0
prestamo;0;0;0;0;0;0;0;0;0;0
detestar;0;1;1;0;1;0;0;0;0;0
aversion;0;1;0;0;1;0;0;0;0;0
repugnante;0;1;1;0;1;0;0;0;0;0
vestibulo;0;0;0;0;0;0;0;0;0;0
cabildero;0;1;0;0;0;0;0;0;0;0
lobulo;0;0;0;0;0;0;0;0;0;0
local;0;0;0;0;0;0;0;0;0;0
lugar;0;0;0;0;0;0;0;0;0;0
localidad;0;0;0;0;0;0;0;0;0;0
localizacion;0;0;0;0;0;0;0;0;0;0
localizar;0;0;0;1;0;0;0;0;0;0
localizar;0;0;0;0;0;0;0;0;0;0
ubicacion;0;0;0;0;0;0;0;0;0;0
lago;0;0;0;0;0;0;0;0;0;0
bloquear;0;0;0;0;0;0;0;0;0;0
armario;0;0;0;0;0;0;0;0;0;0
cerrajero;0;0;0;0;0;0;0;0;0;0
locomocion;0;0;0;0;0;0;0;0;0;0
locomotora;0;0;0;0;0;0;0;0;0;0
langosta;0;1;0;0;0;1;0;0;0;0
presentar;0;0;0;0;0;0;0;0;0;0
inquilino;0;0;0;0;0;0;0;0;0;0
alojamiento;0;0;0;0;0;0;0;0;0;1
desvan;0;0;0;0;0;0;0;0;0;0
elevado;0;1;0;0;0;0;0;0;0;0
Iniciar sesion;0;0;0;0;0;0;0;0;0;0
logaritmo;0;0;0;0;0;0;0;0;0;0
logaritmico;0;0;0;0;0;0;0;0;0;0
logica;0;0;0;0;0;0;0;0;0;0
logico;1;0;0;0;0;0;0;0;0;0
logistica;0;0;0;0;0;0;0;0;0;0
logotipo;0;0;0;0;0;0;0;0;0;0
chupete;0;0;0;0;0;0;0;0;0;0
solitario;0;0;0;0;0;0;0;1;0;0
soledad;0;1;0;0;0;1;0;1;0;0
solitario;0;1;1;0;1;1;0;1;0;0
solitario;0;1;0;0;0;0;0;1;0;0
largo;0;0;0;1;0;0;0;0;0;0
longevidad;1;0;0;0;0;0;0;0;0;0
anhelo;0;0;0;1;0;0;0;1;0;0
longitud;0;0;0;0;0;0;0;0;0;0
longitudinal;0;0;0;0;0;0;0;0;0;0
longitudinalmente;0;0;0;0;0;0;0;0;0;0
lavabo;0;1;0;0;1;0;0;0;0;0
Estar atento;0;0;0;0;0;0;0;0;0;0
telar;0;1;0;1;0;1;0;0;0;0
se avecina;0;0;0;0;0;0;0;0;0;0
somorgujo;0;1;0;0;1;0;0;0;0;0
loco;0;1;0;0;0;0;0;0;0;0
lazo;0;0;0;0;0;0;0;0;0;0
escapatoria;0;0;0;0;0;0;0;0;0;0
aflojar;0;0;0;0;0;0;0;0;0;0
aflojando;0;0;0;0;0;0;0;0;0;0
botin;0;1;0;0;0;0;0;0;0;0
podar;0;0;0;0;0;0;0;0;0;0
desequilibrado;0;0;0;0;0;0;0;0;0;0
senor;1;1;0;0;1;0;0;0;0;1
Senores;0;0;0;0;0;0;0;0;0;0
senorio;1;0;0;0;0;0;0;0;0;0
ciencia;0;0;0;0;0;0;0;0;0;0
camion;0;0;0;0;0;0;0;0;0;0
perder;0;1;1;0;1;1;0;1;1;0
perdiendo;0;1;1;0;0;0;0;1;0;0
perdida;0;1;1;0;0;1;0;1;0;0
perdio;0;1;0;0;0;0;0;1;0;0
mucho;0;0;0;0;0;0;0;0;0;0
locion;0;0;0;0;0;0;0;0;0;0
un monton;0;0;0;0;0;0;0;0;0;0
loteria;0;0;0;1;0;0;0;0;0;0
loto;0;0;0;0;0;0;0;0;0;0
ruidoso;0;0;0;0;0;0;0;0;0;0
ruidosamente;0;0;0;0;0;0;0;0;0;0
volumen;0;1;1;0;0;0;0;0;0;0
salon;0;1;0;0;0;0;0;0;0;0
piojo;0;1;0;0;1;0;0;0;0;0
amable;1;0;0;0;0;0;1;0;0;1
amor;1;0;0;0;0;0;1;0;0;0
encantador;1;0;0;1;0;0;1;1;1;1
amante;1;0;0;1;0;0;1;0;0;1
amoroso;1;0;0;0;0;0;1;0;0;1
inferior;0;1;0;0;0;0;0;1;0;0
encapotado;0;1;0;0;0;0;0;0;0;0
mas bajo;0;1;0;0;0;0;0;1;0;0
Tierras Bajas;0;1;0;0;0;0;0;0;0;0
humilde;0;1;0;0;0;0;0;1;0;0
leal;1;0;0;0;0;1;1;0;1;1
lealtad;1;0;0;0;0;0;0;0;0;1
lubricar;0;0;0;0;0;0;0;0;0;0
lubricacion;0;0;0;0;0;0;0;0;0;0
suerte;1;0;0;1;0;0;1;0;1;0
suerte;1;0;0;0;0;0;1;0;1;0
ridiculo;0;1;0;0;0;0;0;0;0;0
arrastrar;0;0;0;0;0;0;0;0;0;0
equipaje;0;0;0;0;0;0;0;0;0;0
calma;0;0;0;1;0;0;0;0;0;0
cancion de cuna;0;0;0;0;0;0;0;0;0;0
lumbar;0;0;0;0;0;0;0;0;0;0
maderas;0;0;0;0;0;0;0;0;0;0
pesado;0;1;0;0;0;0;0;0;0;0
luminiscente;0;0;0;0;0;0;0;0;0;0
luminoso;0;0;0;0;0;0;0;0;0;0
terron;0;1;0;0;0;0;0;0;0;0
aterronado;0;1;0;0;1;0;0;0;0;0
locura;0;1;1;0;1;1;0;1;0;0
lunar;0;0;0;0;0;0;0;0;0;0
lunatico;0;1;1;0;1;1;0;0;0;0
almuerzo;0;0;0;0;0;0;0;0;0;0
almuerzo;0;0;0;0;0;0;0;0;0;0
estocada;0;0;0;0;0;0;0;0;1;0
livianos;0;0;0;0;0;0;0;0;0;0
estacada;0;1;0;0;0;0;0;0;0;0
senuelo;0;1;0;0;0;0;0;0;0;0
espeluznante;0;1;0;0;1;0;0;0;0;0
estar al acecho;0;1;0;0;0;0;0;0;0;0
alfombrilla de raton;0;1;0;0;0;0;0;0;0;0
delicioso;1;0;0;1;0;0;1;0;0;0
lozano;0;1;0;0;1;0;0;1;0;0
lujuria;0;1;0;1;0;0;0;0;0;0
lustre;1;0;0;0;0;0;1;0;0;0
libidinoso;0;1;0;0;0;0;0;0;0;0
lustroso;1;0;0;0;0;0;0;0;0;0
fuerte;0;0;0;0;1;0;0;0;0;0
laud;0;0;0;0;0;0;0;0;0;0
exuberante;1;0;0;0;0;0;0;0;0;0
lujoso;1;0;0;0;0;0;1;0;0;0
lujo;1;0;0;0;0;0;1;0;0;0
acostado;0;1;1;0;1;0;0;0;0;0
linfa;0;0;0;0;0;0;0;0;0;0
linfatico;0;0;0;0;0;0;0;0;0;0
linchar;0;1;1;0;1;1;0;1;0;0
lince;0;0;0;0;0;0;0;0;0;0
lira;1;0;0;0;0;0;1;0;0;0
lirica;0;0;0;0;0;0;0;0;0;0
lirico;1;0;0;0;0;0;1;0;0;0
Mazo;0;1;0;0;0;1;0;0;0;0
maquina;0;0;0;0;0;0;0;0;0;1
maquinaria;0;0;0;0;0;0;0;0;0;0
maquinista;0;0;0;0;0;0;0;0;0;0
caballa;0;0;0;0;0;0;0;0;0;0
enojado;0;1;1;0;1;1;0;1;0;0
senora;0;0;0;0;0;0;0;0;0;0
senora;0;0;0;0;0;0;0;0;0;0
enloquecer;0;1;1;0;0;1;0;0;0;0
loco;0;1;1;0;0;1;0;0;0;0
Locura;0;1;1;0;0;1;0;0;0;0
mafia;0;1;0;0;0;1;0;0;0;0
revista;0;0;0;0;0;0;0;0;0;0
mago;0;0;0;0;0;1;0;0;0;0
magenta;0;0;0;0;0;0;0;0;0;0
gusano;0;1;0;0;1;0;0;0;0;0
magia;0;0;0;0;0;0;0;0;0;0
magico;1;0;0;1;0;0;1;0;1;0
mago;0;0;0;0;0;0;0;0;1;0
magistrado;0;0;0;0;0;0;0;0;0;0
magma;0;0;0;0;0;0;0;0;0;0
magnate;0;0;0;0;0;0;0;0;0;0
iman;1;0;0;0;0;0;0;0;0;1
magnetismo;1;0;0;0;0;0;0;0;0;0
magnetita;1;0;0;0;0;0;0;0;0;0
magnificencia;1;0;0;1;0;0;1;0;0;1
magnifico;1;0;0;1;0;0;1;0;1;1
